"","gsis_id","display_name","common_first_name","first_name","last_name","short_name","football_name","suffix","esb_id","nfl_id","pfr_id","pff_id","otc_id","espn_id","smart_id","birth_date","position_group","position","ngs_position_group","ngs_position","height","weight","headshot","college_name","college_conference","jersey_number","rookie_season","last_season","latest_team","status","ngs_status","ngs_status_short_description","years_of_experience","pff_position","pff_status","draft_year","draft_round","draft_pick","draft_team"
"9334","00-0018575","Duane Hawthorne","Duane","Duane","Hawthorne",NA,NA,NA,"HAW760665",NA,"HawtDu20",NA,NA,"2008","32004841-5776-0665-de43-1d9842f76bc3","1976-08-26","DB","CB",NA,NA,70,175,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l9j5ou27t1z2kaoibbhh","Northern Illinois",NA,"43",1999,2002,"SF","ACT",NA,NA,4,NA,NA,NA,NA,NA,NA
"9335","00-0007137","Ed Hawthorne","Ed","Edward","Hawthorne",NA,NA,NA,"HAW769665",NA,"HawtEd20",NA,NA,"7884","32004841-5776-9665-8413-28fc0d2b5db4","1970-07-30","DL","DT",NA,NA,73,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n17weabz9m7finqzvotx","Minnesota",NA,"0",1995,1995,"MIA","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
"9336","HAW778665","Greg Hawthorne","Greg","Gregory","Hawthorne",NA,NA,NA,"HAW778665",NA,"HawtGr00",NA,NA,NA,"32004841-5777-8665-42de-bc6bcb151dbb","1956-09-05","RB","RB",NA,NA,74,228,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gn9ea43dgpn3x734ed0f","Baylor",NA,"0",1979,1987,"IND","ACT",NA,NA,9,NA,NA,1979,1,28,"PIT"
"9337","00-0019498","Michael Hawthorne","Michael","Michael","Hawthorne",NA,NA,NA,"HAW787665","25507","HawtMi20","695",NA,"2326","32004841-5778-7665-9458-4d4846e0b1a9","1977-01-26","DB","FS",NA,NA,75,204,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gzqvt36mzbcmxva6dlpf","Purdue",NA,"27",2000,2005,"LA","CUT",NA,NA,6,NA,NA,2000,6,195,"NO"
"9338","00-0039611","Matthew Hayball","Matthew","Matthew","Hayball","M.Hayball","Matthew",NA,"HAY012359","57739","HaybMa00","100813","12248","4571597","32004841-5901-2359-ebee-ca90c4f53e91","1997-03-12","SPEC","P",NA,NA,72,189,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tentgyr8ofqc8cr4ejjz","Vanderbilt; Florida Atlantic","Southeastern Conference","43",2024,2024,"NO","ACT","CUT","Waivers/No Rec.",0,"P","A",NA,NA,NA,NA
"9339","00-0035815","Tyler Haycraft","Tyler","Tyler","Haycraft",NA,"Tyler",NA,"HAY024718","52717","HaycTy00","36621","9020","3916410","32004841-5902-4718-6810-d0806e2c4458","1997-01-23","OL","OT",NA,NA,75,293,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/byb7ijw7znzdz6o86enw","Louisville",NA,"61",2020,2020,"NYG","CUT","CUT",NA,0,NA,NA,NA,NA,NA,NA
"9340","00-0007141","Aaron Hayden","Aaron","Aaron","Hayden",NA,NA,NA,"HAY029662",NA,"HaydAa00",NA,NA,"7951","32004841-5902-9662-835b-0243fc296679","1973-04-13","RB","RB",NA,NA,72,216,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/brgrqmqrqruebctfjec1","Tennessee",NA,"33",1995,1998,"PHI","RES",NA,NA,4,NA,NA,1995,4,104,"LAC"
"9341","00-0030572","D.J. Hayden","D.J.","Derek","Hayden","D.Hayden","D.J.",NA,"HAY031145","39958","HaydDJ00","7793","2193","15794","32004841-5903-1145-f29e-196861ccba9d","1990-06-27","DB","DB","DB","SLOT_CB",71,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cp05t18n1z5whrkc7igu","Houston; Navarro","Conference USA","14",2013,2021,"WAS","DEV","RES","Reserve/Future",9,"CB",NA,2013,1,12,"LV"
"9342","00-0023495","Kelvin Hayden","Kelvin","Kelvin","Hayden",NA,NA,NA,"HAY034606","29887","HaydKe20","2277","1632","8474","32004841-5903-4606-871d-ea4c9925f6f5","1983-07-23","DB","DB",NA,NA,72,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnczopafphgme2g0vkug","Illinois; Joliet Junior College",NA,"24",2005,2014,"CHI","CUT",NA,NA,10,"CB",NA,2005,2,60,"IND"
"9343","00-0026321","Nick Hayden","Nick","Nicholas","Hayden",NA,"Nick",NA,"HAY062620","33262","HaydNi99","4495","428","11415","32004841-5906-2620-d6ff-292114e36b83","1986-02-04","DL","DT",NA,NA,76,303,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u0jdw7ph8zzzqrzzffs9","Wisconsin","Big Ten Conference","96",2008,2015,"DAL","ACT","CUT","Active",8,"DI",NA,2008,6,181,"CAR"
"9344","00-0023622","Jovan Haye","Jovan","Jovan","Haye",NA,NA,NA,"HAY082807","30016","HayeJo20","2406","6745","8603","32004841-5908-2807-11d4-a9698465d431","1982-06-21","DL","DE",NA,NA,74,277,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/he7lmz9otnk72tsnyqxj","Vanderbilt",NA,"72",2005,2011,"TB","ACT",NA,NA,7,"DI",NA,2005,6,189,"CAR"
"9345","00-0007143","Chris Hayes","Chris","Christopher","Hayes",NA,NA,NA,"HAY093931",NA,"HayeCh20",NA,NA,"1160","32004841-5909-3931-706f-3023c4a6b59d","1972-05-07","DB","DB",NA,NA,72,206,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/boury64bzwcvqiwyauhy","Washington State",NA,"29",1996,2002,"NE","ACT",NA,NA,6,NA,NA,1996,7,210,"NYJ"
"9346","00-0036562","Daelin Hayes","Daelin","Daelin","Hayes","D.Hayes","Daelin",NA,"HAY095167","53600","HayeDa00","43449",NA,"4039028","32004841-5909-5167-6a9b-178f7455596b","1998-05-16","LB","LB",NA,NA,76,253,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i598ypkenkp5spidslmw","Notre Dame","Independent","59",2021,2022,"BAL","RES","CUT","Waivers/No Rec.",2,NA,NA,2021,5,171,"BAL"
"9347","00-0007144","Donald Hayes","Donald","Donald","Hayes",NA,NA,NA,"HAY108762","23554","HayeDo00",NA,NA,"3999649","32004841-5910-8762-feb3-3d2a6ecfcbfb","1975-07-13","WR","WR",NA,NA,76,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hveufttffdrcsevdxy2j","Wisconsin",NA,"81",1998,2002,"NE","ACT",NA,NA,5,NA,NA,1998,4,106,"CAR"
"9348","00-0007145","Eric Hayes","Eric","Eric","Hayes",NA,NA,NA,"HAY138425",NA,"HayeEr20",NA,NA,"7086","32004841-5913-8425-14d1-ea5a28dcb5a2","1967-11-12","DL","DT",NA,NA,75,297,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbcuscn7cqethcweum3f","Florida State",NA,"0",1990,1993,"TB","CUT",NA,NA,3,NA,NA,1990,5,119,"SEA"
"9349","00-0026315","Geno Hayes","Geno","Euguene","Hayes",NA,NA,NA,"HAY163825","33256","HayeGe98","4489","1105","11409","32004841-5916-3825-70cc-a75cc767d62a","1987-08-10","LB","OLB",NA,NA,73,226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pkceyljnlsbo3vzbf8iy","Florida State",NA,"55",2008,2014,"JAX","ACT",NA,NA,7,"LB",NA,2008,6,175,"TB"
"9350","HAY158200","Gary Hayes","Gary","Gary","Hayes",NA,NA,NA,"HAY158200",NA,"HayeGa20",NA,NA,NA,"32004841-5915-8200-530d-9e12235867bc","1957-08-19","DB","DB",NA,NA,70,180,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/diuf3cky3liargtl7b1h","Fresno State",NA,"0",1984,1986,"GB","ACT",NA,NA,3,NA,NA,NA,NA,NA,NA
"9351","00-0021941","Gerald Hayes","Gerald","Gerald","Hayes",NA,NA,NA,"HAY169450","28106","HayeGe20","1385",NA,"4528","32004841-5916-9450-532e-baa973772369","1980-10-10","LB","LB",NA,NA,73,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejvbr0jntfewtwfwcawr","Pittsburgh",NA,"96",2003,2011,"LAC","CUT",NA,NA,9,NA,NA,2003,3,70,"ARI"
"9352","00-0007147","Jarius Hayes","Jarius","Jarius","Hayes",NA,NA,NA,"HAY207637",NA,"HayeJa00",NA,NA,"8045","32004841-5920-7637-fae8-2d05920a77a7","1973-03-27","TE","TE",NA,NA,75,266,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zuiamr4pr29pa0rdfhcl","North Alabama",NA,"48",1996,1999,"ARI","CUT",NA,NA,3,NA,NA,1996,7,212,"ARI"
"9353","HAY217525","Jeff Hayes","Jeff","Jeffrey","Hayes",NA,NA,NA,"HAY217525",NA,"HayeJe20",NA,NA,NA,"32004841-5921-7525-4f93-0d5ff45c7e74","1959-08-19","SPEC","P",NA,NA,71,175,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k0f0zkih0o8y2uilw9il","North Carolina",NA,"0",1982,1987,"MIA","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9354","HAY227412","Joe Hayes","Joe","Joe","Hayes",NA,NA,NA,"HAY227412",NA,"HayeJo21",NA,NA,NA,"32004841-5922-7412-77cc-18cb9449484b","1960-09-15","RB","RB",NA,NA,69,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kqky6lq4cryg4u55mt4t","Central Oklahoma; Texas A&M University-Kingsville",NA,"0",1984,1984,"PHI","ACT",NA,NA,0,NA,NA,1984,7,172,"PHI"
"9355","00-0007151","Jonathan Hayes","Jonathan","Jonathan","Hayes",NA,NA,NA,"HAY237300",NA,"HayeJo00",NA,NA,"6541","32004841-5923-7300-82a8-b99b01a2d3a7","1962-08-11","TE","TE",NA,NA,77,248,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wfoubbw1xvgdtwa6jsbr","Iowa",NA,"85",1985,1996,"PIT","ACT",NA,NA,12,NA,NA,1985,2,41,"KC"
"9356","00-0039051","Josh Hayes","Josh","Josh","Hayes","J.Hayes","Josh",NA,"HAY248997","56046","HayeJo01","66798","11005","4248533","32004841-5924-8997-25df-72c0bfa2cc7c","1999-04-24","DB","DB","DB","CB",72,190,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yikjuckgb86cwgym5tf4","Kansas State; Virginia; North Dakota State","Big Twelve Conference","32",2023,2026,"TB","ACT","ACT","Active",4,"CB","A",2023,6,181,"TB"
"9357","00-0038668","Kaleb Hayes","Kaleb","Kaleb","Hayes","K.Hayes","Kaleb",NA,"HAY250195","56358","HayeKa00","52137","11180","4255984","32004841-5925-0195-48d3-f96cb58fab60","1999-03-19","DB","DB","DB","CB",72,195,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/okaqhusvikafqqjhmzyi","BYU; Oregon State","Independent","38",2023,2023,"NYG","DEV","CUT","Waivers/No Rec.",0,NA,NA,NA,NA,NA,NA
"9358","00-0035365","Tae Hayes","Tae","Ke'Montoe","Hayes","T.Hayes","Tae",NA,"HAY425162","48495","HayeTa00","35173","8264","3917147","32004841-5942-5162-bd4f-47f84354d3b2","1997-08-19","DB","DB","DB","CB",69,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wldap37zq6plbefmntdn","Appalachian State","Sun Belt Conference","27",2019,2023,"NYJ","DEV","CUT","Active",3,"CB","A",NA,NA,NA,NA
"9359","HAY296625","Lester Hayes","Lester","Lester","Hayes",NA,NA,NA,"HAY296625",NA,"HayeLe00",NA,NA,NA,"32004841-5929-6625-8667-3f5058ee4a03","1955-01-22","DB","DB",NA,NA,72,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yxegnulyldao8qxgtida","Texas A&M",NA,"0",1977,1986,"LV","ACT",NA,NA,10,NA,NA,1977,5,126,"LV"
"9360","00-0037748","Marquis Hayes","Marquis","Marquis","Hayes","M.Hayes","Marquis",NA,"HAY323815","54722","HayeMa00","60000","10302","4241382","32004841-5932-3815-9ea9-e4ca926aef08","1999-02-14","OL","G","OL","G",77,318,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yvwrtyodxsqbsduru5o6","Oklahoma","Big Twelve Conference",NA,2022,2026,"NYJ","ACT","ACT","Active",2,NA,NA,2022,7,257,"ARI"
"9361","00-0007154","Melvin Hayes","Melvin","Melvin","Hayes",NA,NA,NA,"HAY326287",NA,"HayeMe20",NA,NA,NA,"32004841-5932-6287-9b5e-7d12b68728d2","1973-04-28","OL","G",NA,NA,78,329,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uqzljdrajucavdjcf45v","Mississippi State",NA,"71",1995,1997,"TEN","ACT",NA,NA,3,NA,NA,1995,4,106,"NYJ"
"9362","00-0007155","Mercury Hayes","Mercury","Mercury","Hayes",NA,NA,NA,"HAY331231",NA,"HayeMe21",NA,NA,"7996","32004841-5933-1231-f91a-6a3f9f1af58c","1973-01-01","WR","WR",NA,NA,71,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/smxgxxmkiuk1kzlx4th5","Michigan",NA,"84",1996,1997,"ATL","ACT",NA,NA,2,NA,NA,1996,5,136,"NO"
"9363","HAY415275","Bob Hayes","Bob","Robert","Hayes",NA,NA,NA,"HAY415275",NA,"HayeBo00",NA,NA,NA,"32004841-5941-5275-abc9-53499704a240","1942-12-20","WR","WR",NA,NA,71,185,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o95jzm34aduoh9libdlk","Florida A&M",NA,"0",1974,1975,"SF","ACT",NA,NA,11,NA,NA,NA,NA,NA,NA
"9364","00-0039042","Ryan Hayes","Ryan","Ryan","Hayes","R.Hayes","Ryan",NA,"HAY425163","56103","HayeRy00","84003","11062","4372091","32004841-5942-5163-913c-79c056f10685","2000-02-28","OL","OT","OL","T",78,303,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sr2hlmb4brxxem6ncu0z","Michigan","Big Ten Conference",NA,2023,2026,"TEN","ACT","DEV","Prac Sq.; Inj",1,NA,NA,2023,7,238,"MIA"
"9365","HAY435050","Tom Hayes","Tom","Thomas","Hayes",NA,NA,NA,"HAY435050",NA,"HayeTo20",NA,NA,NA,"32004841-5943-5050-4989-aa7754b80cb2","1946-04-18","DB","CB",NA,NA,73,199,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsernobtkkoidh7q2fhh","San Diego State; Riverside Community College",NA,"0",1974,1976,"LAC","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9366","HAY454825","Wendell Hayes","Wendell","Wendell","Hayes",NA,NA,NA,"HAY454825",NA,"HayeWe00",NA,NA,NA,"32004841-5945-4825-5cf6-ee2f5b876772","1940-08-05","RB","RB",NA,NA,73,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zagc9ynhbfddt0v2nupa","Humboldt State",NA,"0",1974,1974,"KC","ACT",NA,NA,11,NA,NA,NA,NA,NA,NA
"9367","00-0026243","William Hayes","William","William","Hayes","W.Hayes","William",NA,"HAY474225","33184","HayeWi99","4417","1358","11337","32004841-5947-4225-e541-2b01fccfc839","1985-05-02","DL","DE","DL","EDGE",75,265,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dqzrzlkyd4xcwmktujez","Winston Salem State University",NA,"95",2008,2018,"MIA","RES","RES",NA,11,"ED",NA,2008,4,103,"TEN"
"9368","HAY480600","Brandon Hayes","Brandon","William","Hayes",NA,NA,NA,"HAY480600",NA,"HayeBr20",NA,NA,NA,"32004841-5948-0600-8ce9-ad4a0a101bbe","1973-03-11","OL","G",NA,NA,76,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p2rv50t8cpnei7eekw0m","Central State University, Oh",NA,"67",1995,1996,"CAR","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"9369","00-0019481","Windrell Hayes","Windrell","Windrell","Hayes",NA,NA,NA,"HAY487487","25452","HayeWi00",NA,NA,"2274","32004841-5948-7487-9711-70d9a18b55ab","1976-12-14","WR","WR",NA,NA,71,202,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pa9pezqsqix6gefbtfyx","USC; San Jose State; San Joaquin Delta College",NA,"16",2000,2002,"GB","CUT",NA,NA,3,NA,NA,2000,5,143,"NYJ"
"9370","00-0021093","Herb Haygood","Herb","Herbert","Haygood",NA,NA,NA,"HAY492079","27276","HaygHe20",NA,NA,"3672","32004841-5949-2079-ab3f-d20846443437","1977-12-30","WR","WR",NA,NA,71,193,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/quolrykz3holcrqbvpze","Michigan State",NA,"82",2002,2002,"DEN","ACT",NA,NA,0,NA,NA,2002,5,144,"DEN"
"9371","HAY494375","Bill Hayhoe","Bill","William","Hayhoe",NA,NA,NA,"HAY494375",NA,"HayhBi20",NA,NA,NA,"32004841-5949-4375-c944-53bbb32cb0ba","1946-09-06","OL","OT",NA,NA,80,258,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r000o3r0vphvojz5eqkp","USC",NA,"0",1974,1974,"GB","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9372","HAY514150","Conway Hayman","Conway","Conway","Hayman",NA,NA,NA,"HAY514150",NA,"HaymCo20",NA,NA,NA,"32004841-5951-4150-3cd7-666d77fcec64","1949-01-09","OL","OT",NA,NA,75,264,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mj5iuth09eb7ayfx1krs","Delaware",NA,"0",1975,1980,"HOU","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9373","HAY533925","Gary Hayman","Gary","Gary","Hayman",NA,NA,NA,"HAY533925",NA,"HaymGa00",NA,NA,NA,"32004841-5953-3925-e6b1-50b00fe943e6","1951-09-08","RB","RB",NA,NA,73,198,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yqv5m138p6uef8qjoigv","Penn State",NA,"0",1974,1975,"BUF","ACT",NA,NA,1,NA,NA,1974,5,106,"BUF"
"9374","00-0031493","Jarryd Hayne","Jarryd","Jarryd","Hayne",NA,"Jarryd",NA,"HAY563587","42293","HaynJa00","10255","3821","3423412","32004841-5956-3587-998b-27a62b99d99a","1988-02-15","RB","RB",NA,NA,74,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u9zzumwdvyds5dwkvyp2","","NO COLLEGE","38",2015,2015,"SF","ACT","ACT","Active",0,"HB",NA,NA,NA,NA,NA
"9375","00-0023714","Alex Haynes","Alex","Alexander","Haynes",NA,NA,NA,"HAY581950",NA,"HaynAl00",NA,NA,"9557","32004841-5958-1950-1040-7db3623e5ee9","1982-02-13","RB","RB",NA,NA,70,223,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/krd1j8vs5pu9qddfb5qy","UCF",NA,"37",2006,2008,"DEN","ACT",NA,NA,2,NA,NA,NA,NA,NA,NA
"9376","00-0039839","Christian Haynes","Christian","Christian","Haynes","C.Haynes","Christian",NA,"HAY586893","57202","HaynCh00","77339","11689","4362135","32004841-5958-6893-e64a-1f011921652d","2000-04-13","OL","G","OL","G",75,318,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sq5n5s8fi0xgc1udqygl","Connecticut","Independent","64",2024,2026,"SEA","ACT","ACT","Active",3,"G","A",2024,3,81,"SEA"
"9377","HAY613025","James Haynes","James","James","Haynes",NA,NA,NA,"HAY613025",NA,"HaynJa20",NA,NA,NA,"32004841-5961-3025-1dff-93633d240c5a","1960-08-09","LB","LB",NA,NA,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lovimsgmz9sui9x0cnva","Mississippi Valley State University; Coahoma JC",NA,"0",1984,1989,"NO","ACT",NA,NA,6,NA,NA,NA,NA,NA,NA
"9378","HAY632800","Louis Haynes","Louis","Louis","Haynes",NA,NA,NA,"HAY632800",NA,"HaynLo20",NA,NA,NA,"32004841-5963-2800-496c-102a9afcd146","1960-01-17","LB","LB",NA,NA,72,227,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ysgfen7pvhto3vdrzffr","North Texas; Bishop",NA,"0",1982,1983,"KC","ACT",NA,NA,2,NA,NA,1982,4,100,"KC"
"9379","00-0038790","Marcus Haynes","Marcus","Marcus","Haynes","M.Haynes","Marcus",NA,"HAY642687","56509","HaynMa02","56441",NA,"4243507","32004841-5964-2687-9737-810a22645a72","1998-04-07","DL","DE","DL","EDGE",76,240,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mq6ty5pao0f7t5eyfptb","Old Dominion","Sun Belt Conference",NA,2023,2024,"CLE","DEV","CUT","Waivers/No Rec.",1,NA,NA,NA,NA,NA,NA
"9380","HAY652575","Mark Haynes","Mark","Mark","Haynes",NA,NA,NA,"HAY652575",NA,"HaynMa00",NA,NA,NA,"32004841-5965-2575-4259-df01bbb7ab8e","1958-11-06","DB","DB",NA,NA,71,194,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wuytgmd5un2jxb1v7oxx","Colorado",NA,"0",1980,1989,"DEN","ACT",NA,NA,10,NA,NA,1980,1,8,"NYG"
"9381","00-0034382","Marquis Haynes","Marquis","Marquis","Haynes","M.Haynes","Marquis",NA,"HAY661575","46205","HaynMa01","50244","7021","3115456","32004841-5966-1575-bb41-c37b113d3f7d","1993-12-16","LB","LB","DL","EDGE",74,235,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnbz9bjtz8wooiq2podb","Mississippi","Southeastern Conference","98",2018,2024,"CAR","CUT","CUT","Active",7,"ED","A",2018,4,136,"CAR"
"9382","00-0007163","Michael Haynes","Michael","Michael","Haynes",NA,NA,NA,"HAY672350",NA,"HaynMi00",NA,NA,"6495","32004841-5967-2350-49d8-b26e90da6fd4","1965-12-24","WR","WR",NA,NA,72,184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqecnvh6lewyczxgp7d2","Northern Arizona; Eastern Arizona",NA,"82",1988,1997,"ATL","ACT",NA,NA,10,NA,NA,1988,7,166,"ATL"
"9383","00-0022118","Michael Haynes","Michael","Michael","Haynes",NA,NA,NA,"HAY697375","28050","HaynMi20","1330",NA,"4472","32004841-5969-7375-4425-c3d0e3e5fce5","1980-09-13","DL","DE",NA,NA,76,283,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmlpkcf3ggtt5uexlfhs","Penn State",NA,"97",2003,2006,"NO","CUT",NA,NA,4,NA,NA,2003,1,14,"CHI"
"9384","HAY692125","Mike Haynes","Mike","Michael","Haynes",NA,NA,NA,"HAY692125",NA,"HaynMi01",NA,NA,NA,"32004841-5969-2125-b12a-a79dc1ede460","1953-07-01","DB","CB",NA,NA,74,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ettsvjeegh7sxuajvy1m","Arizona State",NA,"0",1976,1989,"LV","ACT",NA,NA,14,NA,NA,1976,1,5,"NE"
"9385","00-0035141","Phil Haynes","Phil","Phil","Haynes","P.Haynes","Phil",NA,"HAY704637","47907","HaynPh00","29244","7915","3136374","32004841-5970-4637-4196-341d03003423","1995-10-19","OL","G","OL","G",76,322,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ra9hk9hoi0fmgjeckynl","Wake Forest","Atlantic Coast Conference","60",2019,2023,"SEA","RSR","ACT","Active",5,"G","A",2019,4,124,"SEA"
"9386","HAY711900","Reggie Haynes","Reggie","Reginold","Haynes",NA,NA,NA,"HAY711900",NA,"HaynRe00",NA,NA,NA,"32004841-5971-1900-4089-d1f9fec8aef9","1954-09-15","TE","TE",NA,NA,74,229,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h6w7jtfovwh9hg2tg6of","UNLV; Los Angeles City College",NA,"0",1978,1978,"WAS","ACT",NA,NA,1,NA,NA,1977,7,189,"WAS"
"9387","HAY731675","Tommy Haynes","Tommy","Thomas","Haynes",NA,NA,NA,"HAY731675",NA,"HaynTo20",NA,NA,NA,"32004841-5973-1675-5b88-6b71faa7ae87","1963-02-06","DB","DB",NA,NA,72,190,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nrtvfrq6bciwykmx167e","USC; Mt. San Antonio",NA,"0",1987,1987,"DAL","ACT",NA,NA,1,NA,NA,NA,NA,NA,NA
"9388","00-0021279","Verron Haynes","Verron","Verron","Haynes",NA,NA,NA,"HAY741562","27299","HaynVe00","1156",NA,"3695","32004841-5974-1562-7dd1-a386405e0f20","1979-02-17","RB","FB",NA,NA,69,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqosaco2or1em2lxslqk","Georgia; Western Kentucky",NA,"36",2002,2009,"ATL","ACT",NA,NA,6,NA,NA,2002,5,166,"PIT"
"9389","00-0021149","Albert Haynesworth","Albert","Albert","Haynesworth",NA,NA,NA,"HAY746506","27145","HaynAl20","1022","6555","3543","32004841-5974-6506-12f7-d19796c0a601","1981-06-17","DL","DT",NA,NA,78,350,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ar1hzrik0fmbdrj1t7uc","Tennessee",NA,"95",2002,2011,"TB","ACT",NA,NA,10,"DI",NA,2002,1,15,"TEN"
"9390","00-0039612","Sincere Haynesworth","Sincere","Sincere","Haynesworth","S.Haynesworth","Sincere",NA,"HAY747742","57740","HaynSi00","97644","12188","4427423","32004841-5974-7742-9ab1-c1c57ad03341","2001-04-13","OL","C","OL","C",73,310,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/c5bnnbsaaevl2y5jhukg","Tulane","American Athletic Conference",NA,2024,2024,"NO","DEV","CUT","Waivers/No Rec.",0,NA,NA,NA,NA,NA,NA
"9391","00-0026026","Joey Haynos","Joey","Joseph","Haynos",NA,NA,NA,"HAY750214",NA,"HaynJo00",NA,NA,"11635","32004841-5975-0214-c304-c9a13a95228a","1984-08-28","TE","TE",NA,NA,80,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u93too0cgjqao4quwr5k","Maryland",NA,"81",2008,2010,"MIA","RES",NA,NA,3,NA,NA,NA,NA,NA,NA
"9392","00-0025569","Adam Hayward","Adam","Adam Christopher","Hayward",NA,NA,NA,"HAY776168","32375","HaywAd98","3798","314","10625","32004841-5977-6168-45cd-713e6f33dddb","1984-06-23","LB","OLB",NA,NA,73,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiexlkglpefvmf9irrxw","Portland State; Colorado State",NA,"55",2007,2015,"WAS","RES",NA,NA,9,"LB",NA,2007,6,182,"TB"
"9393","00-0029261","Casey Hayward","Casey","Casey","Hayward","C.Hayward","Casey",NA,"HAY777816","38592","HaywCa00","7064","2558","14966","32004841-5977-7816-4425-dab6792fbc7c","1989-09-09","DB","CB","DB","CB",71,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o5cft0nj87mwqsnp3wug","Vanderbilt","Southeastern Conference","29",2012,2022,"ATL","RES","RES","R/Injured",11,"CB","A",2012,2,62,"GB"
"9394","00-0020475","Reggie Hayward","Reggie","Reginald","Hayward",NA,NA,NA,"HAY786056","26307","HaywRe20","848",NA,"2636","32004841-5978-6056-b992-a091b4efbeec","1979-03-14","DL","DE",NA,NA,77,275,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lifnpgtyhticesbyqxs4","Iowa State",NA,"97",2001,2009,"JAX","RES",NA,NA,9,NA,NA,2001,3,87,"DEN"
"9395","HAY791000","Al Haywood","Al","Alfred","Haywood",NA,NA,NA,"HAY791000",NA,"HaywAl20",NA,NA,NA,"32004841-5979-1000-fb6c-717923c5a49a","1948-08-06","RB","RB",NA,NA,71,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fnxz6rmi7qodf2fgsuwr","Bethune-Cookman College",NA,"0",1975,1975,"DEN","ACT",NA,NA,0,NA,NA,NA,NA,NA,NA
